Account No,City,Country,Region,Access,C40,Reporting year,Type of target,Sector,Baseline year,Baseline emissions (metric tonnes CO2e),Percentage reduction target,Target date,Estimated business as usual absolute emissions in target year (metric tonnes CO2e),​Intensity unit (emissions per),Comment,Population,Population Year,City Location,Country Location
60114,Gdynia,Poland,Europe,Public,False,2017,Absolute target,Total,1999,,20.0,2020,,,"Gdynia has the Low Emission Economy Plan 2015-2020. Up to 2020 Gdynia declared to reduce the emission of CO2 by 20%, to reduce the consumption of  the final energy by 28% and to increase power installed renewable energy sources by 14,4 MW.",247329.0,2016.0,"(54.51889, 18.530541)","(51.919438, 19.145136)"
50541,Greensboro,USA,North America,Public,False,2017,Absolute target,Total,2007,5365412.0,0.0,2020,,,Goal is to stabilize at baseline emissions level.,287027.0,2017.0,"(36.072635, -79.791975)","(37.09024, -95.712891)"
50555,Hamilton,Canada,North America,Public,False,2017,Absolute target,Total,2006,23087326.0,10.0,2012,,,Targets achieved in 2011.,550700.0,2015.0,"(43.250021, -79.866091)","(56.130366, -106.346771)"
50555,Hamilton,Canada,North America,Public,False,2017,Absolute target,Total,2006,23087326.0,20.0,2020,,,Targets achieved in 2011.,550700.0,2015.0,"(43.250021, -79.866091)","(56.130366, -106.346771)"
50555,Hamilton,Canada,North America,Public,False,2017,Absolute target,Total,2006,23087326.0,50.0,2030,,,Targets set in 2015 to follow Corporate targets and community request under Community Climate Change Action Plan 2015,550700.0,2015.0,"(43.250021, -79.866091)","(56.130366, -106.346771)"
50555,Hamilton,Canada,North America,Public,False,2017,Absolute target,Total,2006,23087326.0,80.0,2050,,,New targets set in 2013 by Council.,550700.0,2015.0,"(43.250021, -79.866091)","(56.130366, -106.346771)"
8242,Helsinki,Finland,Europe,Public,False,2017,Absolute target,Total,1990,,30.0,2020,,,City Council Strategy 2013-2016,636000.0,2016.0,"(60.1733244, 24.9410248)","(61.92411, 25.748151)"
8242,Helsinki,Finland,Europe,Public,False,2017,Absolute target,Total,1990,,39.0,2030,,,Climate strategy for the metropolitan area. Target achieved in 2014.,636000.0,2016.0,"(60.1733244, 24.9410248)","(61.92411, 25.748151)"
8242,Helsinki,Finland,Europe,Public,False,2017,Absolute target,Total,1990,,20.0,2020,,,"City's energy policy lines, Covenant of Mayors. Target achieved in 2013.",636000.0,2016.0,"(60.1733244, 24.9410248)","(61.92411, 25.748151)"
54111,Iowa ,USA,North America,Public,False,2017,Absolute target,Total,2005,,27.0,2025,,,Baseline emissions to be estimated,74220.0,2015.0,"(41.6611, -91.5302)","(37.09024, -95.712891)"
54111,Iowa ,USA,North America,Public,False,2017,Absolute target,Total,2005,,80.0,2050,,,Baseline emissions to be estimated,74220.0,2015.0,"(41.6611, -91.5302)","(37.09024, -95.712891)"
31115,Johannesburg,South Africa,Africa,Public,False,2017,Baseline scenario (business as usual) target,,,,,,,,,4900000.0,2016.0,"(-26.2041028, 28.0473051)","(-30.559482, 22.937506)"
54048,Knoxville,USA,North America,Public,False,2017,Absolute target,Total,2005,4507885.0,20.0,2020,,,"Note: For question 7.3, The City of Knoxville has not estimated anticipated reductions or measure reductions based on each emissions reduction activity.  However, the cumulative effect of past emissions reductions activities reduced residential energy consumption by 2%, commercial energy consumption by 13%, and community greenhouse gas emissions by 7.75% between 2005 and 2012.",185291.0,2016.0,"(35.9606, -83.9207)","(37.09024, -95.712891)"
54364,Kuala Lumpur,Malaysia,South Asia and Oceania,Public,False,2017,Absolute target,Total,2010,25427.0,70.0,2030,,,reduce as much as 70% of CO2 emission intensify by 2030,1890000.0,2015.0,"(3.139003, 101.686855)","(4.210484, 101.975766)"
73295,"La Crosse, WI",USA,North America,Public,False,2017,Absolute target,,,,,,,,,51320.0,2010.0,"(43.8014, -91.2396)","(37.09024, -95.712891)"
54402,Lahti,Finland,Europe,Public,False,2017,Absolute target,Total,1990,,35.0,2020,,,In the City strategy: -50% by 2015 (from 1990 level),119452.0,2016.0,"(60.9833, 25.65)","(61.92411, 25.748151)"
57616,"Lake Forest, IL",USA,North America,Public,False,2017,Absolute target,,2007,,20.0,2015,,,"After reaching our target, our current goal is to decrease emissions 2% annually.",19375.0,2010.0,"(42.258634, -87.840625)","(37.09024, -95.712891)"
54075,Lakewood,USA,North America,Public,False,2017,Absolute target,Total,2007,2646240.0,20.0,2025,,,This baseline was calculated using a hybrid demand-center life cycle assessment methodology and does not align with GPC standards,152589.0,2015.0,"(39.7047, -105.0814)","(37.09024, -95.712891)"
54075,Lakewood,USA,North America,Public,False,2017,Absolute target,Total,2007,2646240.0,50.0,2050,,,This baseline was calculated using a hybrid demand-center life cycle assessment methodology and does not align with GPC standards,152589.0,2015.0,"(39.7047, -105.0814)","(37.09024, -95.712891)"
54057,Lancaster,USA,North America,Public,False,2017,Absolute target,Total,2010,885210.0,15.0,2020,,,,161000.0,2015.0,"(40.0379, -76.3055)","(37.09024, -95.712891)"
54057,Lancaster,USA,North America,Public,False,2017,Absolute target,Total,2010,885210.0,40.0,2030,,,,161000.0,2015.0,"(40.0379, -76.3055)","(37.09024, -95.712891)"
54057,Lancaster,USA,North America,Public,False,2017,Absolute target,Total,2010,885210.0,60.0,2040,,,,161000.0,2015.0,"(40.0379, -76.3055)","(37.09024, -95.712891)"
54057,Lancaster,USA,North America,Public,False,2017,Absolute target,Total,2010,885210.0,80.0,2050,,,,161000.0,2015.0,"(40.0379, -76.3055)","(37.09024, -95.712891)"
36159,Lisbon,Portugal,Europe,Public,False,2017,Absolute target,Total,2002,3887013.0,40.0,2030,,,,547773.0,2011.0,"(38.7222524, -9.1393366)","(39.399872, -8.224454)"
36159,Lisbon,Portugal,Europe,Public,False,2017,Absolute target,Transport,2002,1567000.0,40.0,2030,,,Target of 40% based on total city wide emissions target,547773.0,2011.0,"(38.7222524, -9.1393366)","(39.399872, -8.224454)"
36159,Lisbon,Portugal,Europe,Public,False,2017,Absolute target,Other:,2002,2320013.0,40.0,2030,,,"Aggregation of residential, services and industrial sectors. Target of 40% based on total city wide emissions target",547773.0,2011.0,"(38.7222524, -9.1393366)","(39.399872, -8.224454)"
43920,Ljubljana,Slovenia,Europe,Public,False,2017,Absolute target,Total,2008,2660000.0,30.0,2020,,,see in previous answers,288307.0,2016.0,"(46.056947, 14.505751)","(46.151241, 14.995463)"
50558,"London, ON",Canada,North America,Public,False,2017,Absolute target,Total,1990,3430000.0,15.0,2020,,,"NOTE: baseline emissions are higher with the inclusion of GPC sources - domestic aviation, railways, waste disposed outside of London",381000.0,2015.0,"(42.9837, -81.2497)","(56.130366, -106.346771)"
50558,"London, ON",Canada,North America,Public,False,2017,Absolute target,Total,1990,3430000.0,37.0,2030,,,"NOTE: London has committed to using targets consistent with the Province of Ontario's targets. In spring 2015, Ontario announced this new mid-term reduction goal for a 37% reduction by 2030.",381000.0,2015.0,"(42.9837, -81.2497)","(56.130366, -106.346771)"
50558,"London, ON",Canada,North America,Public,False,2017,Absolute target,Total,1990,3430000.0,80.0,2050,,,,381000.0,2015.0,"(42.9837, -81.2497)","(56.130366, -106.346771)"
50551,Long Beach,USA,North America,Public,False,2017,Absolute target,Buildings,2007,,15.0,2020,,,,484958.0,2016.0,"(33.7701, -118.1937)","(37.09024, -95.712891)"
50551,Long Beach,USA,North America,Public,False,2017,Absolute target,Transport,2007,,10.0,2020,,,,484958.0,2016.0,"(33.7701, -118.1937)","(37.09024, -95.712891)"
10894,Los Angeles,USA,North America,Public,False,2017,Absolute target,Total,1990,54000000.0,45.0,2025,,,,4030904.0,2016.0,"(34.0522342, -118.2436849)","(37.09024, -95.712891)"
10894,Los Angeles,USA,North America,Public,False,2017,Absolute target,Total,1990,54000000.0,60.0,2035,,,,4030904.0,2016.0,"(34.0522342, -118.2436849)","(37.09024, -95.712891)"
10894,Los Angeles,USA,North America,Public,False,2017,Absolute target,Total,1990,54000000.0,80.0,2050,,,,4030904.0,2016.0,"(34.0522342, -118.2436849)","(37.09024, -95.712891)"
10894,Los Angeles,USA,North America,Public,False,2017,Base year intensity target,Other: total Los Angeles economy,2009,45.0,55.0,,,Metric tonnes of CO2e per unit GDP,,4030904.0,2016.0,"(34.0522342, -118.2436849)","(37.09024, -95.712891)"
43926,Mannheim,Germany,Europe,Public,False,2017,Absolute target,,1990,,40.0,2020,,,,312722.0,2015.0,"(49.487459, 8.466039)","(51.165691, 10.451526)"
58513,Medford,USA,North America,Public,False,2017,Absolute target,Total,2015,465879.0,100.0,2050,,,This is a regional commitment to carbon neutrality by 2050,57437.0,2014.0,"(42.3265, -122.8756)","(37.09024, -95.712891)"
31109,Melbourne,Australia,South Asia and Oceania,Public,False,2017,Absolute target,Total,2008,4934000.0,100.0,2020,,,We have a Zero Net Emissions by 2020 Strategy for the municipality.,136336.0,2015.0,"(-37.814107, 144.96328)","(-25.274398, 133.775136)"
35870,Miami,USA,North America,Public,False,2017,Absolute target,,2006,,25.0,2020,,,,413892.0,2014.0,"(25.7617, -80.1918)","(37.09024, -95.712891)"
35879,Minneapolis,USA,North America,Public,False,2017,Absolute target,Total,2006,5173279.0,15.0,2015,,,,410939.0,2015.0,"(44.983334, -93.26667)","(37.09024, -95.712891)"
35879,Minneapolis,USA,North America,Public,False,2017,Absolute target,Total,2006,5173279.0,30.0,2025,,,,410939.0,2015.0,"(44.983334, -93.26667)","(37.09024, -95.712891)"
35879,Minneapolis,USA,North America,Public,False,2017,Absolute target,Total,2006,5173279.0,80.0,2050,,,,410939.0,2015.0,"(44.983334, -93.26667)","(37.09024, -95.712891)"
13067,New Orleans,USA,North America,Public,False,2017,Absolute target,Total,2014,3606199.0,50.0,2030,,,,391495.0,2017.0,"(29.9511, -90.0715)","(37.09024, -95.712891)"
59669,North Vancouver,Canada,North America,Public,False,2017,Absolute target,Total,2007,207530.0,15.0,2020,,,"Includes: solid waste, public transportation; private transportation; commercial buildings; residential buildings",52898.0,2016.0,"(49.32, -123.0724)","(56.130366, -106.346771)"
59669,North Vancouver,Canada,North America,Public,False,2017,Absolute target,Total,2007,207530.0,50.0,2050,,,"Includes: solid waste, public transportation; private transportation; commercial buildings; residential buildings",52898.0,2016.0,"(49.32, -123.0724)","(56.130366, -106.346771)"
58530,"Northampton, MA",USA,North America,Public,False,2017,Absolute target,Total,2000,,30.0,2020,,,"Primarily using fossil fuels, not GHG, as our measurement tool because we have more (albeit still very limited) data",28549.0,2010.0,"(42.304845, -72.614446)","(37.09024, -95.712891)"
50560,Oakland,USA,North America,Public,False,2017,Absolute target,Total,2005,2992735.0,36.0,2020,,,,419000.0,2015.0,"(37.8044, -122.2708)","(37.09024, -95.712891)"
14088,Oslo,Norway,Europe,Public,False,2017,Absolute target,Total,1990,1200000.0,50.0,2020,,,,658390.0,2016.0,"(59.9138688, 10.7522454)","(60.472024, 8.468946)"
14088,Oslo,Norway,Europe,Public,False,2017,Absolute target,Total,1990,1200000.0,95.0,2030,,,,658390.0,2016.0,"(59.9138688, 10.7522454)","(60.472024, 8.468946)"
14088,Oslo,Norway,Europe,Public,False,2017,Absolute target,Buildings,1990,320000.0,100.0,2020,,,,658390.0,2016.0,"(59.9138688, 10.7522454)","(60.472024, 8.468946)"
43911,Ottawa,Canada,North America,Public,False,2017,Absolute target,Total,2012,5420000.0,12.0,2024,,,Target end date is 2024.,934243.0,2016.0,"(45.42153, -75.697193)","(56.130366, -106.346771)"
43911,Ottawa,Canada,North America,Public,False,2017,Absolute target,Total,2012,5420000.0,80.0,2050,,,,934243.0,2016.0,"(45.42153, -75.697193)","(56.130366, -106.346771)"
54119,Palo Alto,USA,North America,Public,False,2017,Absolute target,Total,1990,765920.0,20.0,2020,,,2007 goals exceeded. New goals set April 2016. The City will comply with all State requirements and targets.,66478.0,2017.0,"(37.4419, -122.143)","(37.09024, -95.712891)"
54119,Palo Alto,USA,North America,Public,False,2017,Absolute target,Total,1990,765920.0,80.0,2030,,,,66478.0,2017.0,"(37.4419, -122.143)","(37.09024, -95.712891)"
54356,Parañaque,Philippines,South Asia and Oceania,Public,False,2017,Absolute target,,,,,,,,,665822.0,2015.0,"(14.479309, 121.019823)","(12.879721, 121.774017)"
31175,Paris,France,Europe,Public,False,2017,Absolute target,Total,2004,6259429.0,25.0,2020,,,to respect the european objectives by 2020,2265886.0,2015.0,"(48.856614, 2.3522219)","(46.227638, 2.213749)"
31175,Paris,France,Europe,Public,False,2017,Absolute target,Total,2004,6259429.0,75.0,2050,,,,2265886.0,2015.0,"(48.856614, 2.3522219)","(46.227638, 2.213749)"
31175,Paris,France,Europe,Public,False,2017,Absolute target,Buildings,2004,6259429.0,40.0,2030,,,,2265886.0,2015.0,"(48.856614, 2.3522219)","(46.227638, 2.213749)"
14344,"Park City, UT",USA,North America,Public,False,2017,Absolute target,Total,Other,16698.0,100.0,2032,,,Target date = 2032 community-wide,7873.0,2012.0,"(40.6461, -111.498)","(37.09024, -95.712891)"
31181,Philadelphia,USA,North America,Public,False,2017,Absolute target,Total,2006,21.1,80.0,2050,,,,1555072.0,2015.0,"(39.952335, -75.163789)","(37.09024, -95.712891)"
60656,"Piedmont, CA",USA,North America,Public,False,2017,Absolute target,,2005,,15.0,2020,,,,11082.0,2013.0,"(37.8244, -122.2316)","(37.09024, -95.712891)"
35877,Pittsburgh,USA,North America,Public,False,2017,Absolute target,Total,2003,,20.0,2025,,,In PCAP 1.0 PCI set a target of 20% below 2003 baseline by 2023. We are currently developing more ambitious and specific greenhouse gas reduction targets.,305704.0,2016.0,"(40.4406248, -79.9958864)","(37.09024, -95.712891)"
35877,Pittsburgh,USA,North America,Public,False,2017,Absolute target,Total,2003,,50.0,2030,,,,305704.0,2016.0,"(40.4406248, -79.9958864)","(37.09024, -95.712891)"
35877,Pittsburgh,USA,North America,Public,False,2017,Absolute target,Buildings,2003,,50.0,2030,,,,305704.0,2016.0,"(40.4406248, -79.9958864)","(37.09024, -95.712891)"
35877,Pittsburgh,USA,North America,Public,False,2017,Absolute target,Transport,2003,,50.0,2030,,,,305704.0,2016.0,"(40.4406248, -79.9958864)","(37.09024, -95.712891)"
58569,Podgorica,Montenegro,Europe,Public,False,2017,Absolute target,Buildings,2008,267.0,20.0,2020,,,,185937.0,2011.0,"(42.43042, 19.259364)","(42.708678, 19.37439)"
58569,Podgorica,Montenegro,Europe,Public,False,2017,Absolute target,Transport,2008,299.0,20.0,2020,,,,185937.0,2011.0,"(42.43042, 19.259364)","(42.708678, 19.37439)"
58569,Podgorica,Montenegro,Europe,Public,False,2017,Absolute target,Other: Public lighting,2008,5.0,20.0,2020,,,,185937.0,2011.0,"(42.43042, 19.259364)","(42.708678, 19.37439)"
73302,"Port Allen, LA",USA,North America,Public,False,2017,Absolute target,,,,,,,,,5150.0,2014.0,"(30.4475, -91.2073)","(37.09024, -95.712891)"
14874,"Portland, OR",USA,North America,Public,False,2017,Absolute target,Total,1990,8989869.0,80.0,2050,,,,619360.0,2014.0,"(45.52, -122.6819)","(37.09024, -95.712891)"
46514,Porto,Portugal,Europe,Public,False,2017,Absolute target,Total,2004,1300000.0,45.0,2020,,,,238954.0,2011.0,"(41.1579438, -8.6291053)","(39.399872, -8.224454)"
60603,"Prince George, BC",Canada,North America,Public,False,2017,Absolute target,Total,2002,660300.0,2.0,2012,,,"City has not set new targets at this time, working on them for the near future.",74003.0,2016.0,"(53.917064, -122.749669)","(56.130366, -106.346771)"
49327,Providence,USA,North America,Public,False,2017,Absolute target,Total,2010,2652837.0,100.0,2050,,,,178562.0,2014.0,"(41.824, -71.4128)","(37.09024, -95.712891)"
54459,Reykjavík,Iceland,Europe,Public,False,2017,Absolute target,,2007,,35.0,2020,,,,122460.0,2016.0,"(64.12652, -21.81744)","(64.963051, -19.020835)"
54459,Reykjavík,Iceland,Europe,Public,False,2017,Absolute target,,2007,,73.0,2050,,,,122460.0,2016.0,"(64.12652, -21.81744)","(64.963051, -19.020835)"
58511,"Richmond, CA",USA,North America,Public,False,2017,Absolute target,,2005,,15.0,2020,,,,107571.0,2013.0,"(37.9358, -122.3477)","(37.09024, -95.712891)"
58511,"Richmond, CA",USA,North America,Public,False,2017,Absolute target,,1990,,40.0,2030,,,,107571.0,2013.0,"(37.9358, -122.3477)","(37.09024, -95.712891)"
58511,"Richmond, CA",USA,North America,Public,False,2017,Absolute target,,1990,,80.0,2050,,,,107571.0,2013.0,"(37.9358, -122.3477)","(37.09024, -95.712891)"
49334,"Richmond, VA",USA,North America,Public,False,2017,Absolute target,,2008,,80.0,2050,,,,220289.0,2015.0,"(37.540725, -77.436048)","(37.09024, -95.712891)"
58310,Roanoke,USA,North America,Public,False,2017,Absolute target,,,,,,,,,98465.0,2013.0,"(37.271, -79.9414)","(37.09024, -95.712891)"
49342,Rochester,USA,North America,Public,False,2017,Absolute target,Total,2010,1900000.0,40.0,2030,,,"Source: Rochester Climate Action Plan, page 32",210563.0,2010.0,"(43.161, -77.6109)","(37.09024, -95.712891)"
35878,Sacramento,USA,North America,Public,False,2017,Absolute target,,2005,,15.0,2020,,,,490712.0,2015.0,"(38.5816, -121.4944)","(37.09024, -95.712891)"
35878,Sacramento,USA,North America,Public,False,2017,Absolute target,,2005,,49.0,2035,,,,490712.0,2015.0,"(38.5816, -121.4944)","(37.09024, -95.712891)"
35878,Sacramento,USA,North America,Public,False,2017,Absolute target,,2005,,83.0,2050,,,,490712.0,2015.0,"(38.5816, -121.4944)","(37.09024, -95.712891)"
58871,,,,Public,False,2017,Absolute target,,,,,,,,,,,,
35884,San Diego,USA,North America,Public,False,2017,Absolute target,Total,2010,12984993.0,50.0,2035,,,,1394928.0,2015.0,"(32.718146, -117.1701)","(37.09024, -95.712891)"
35884,San Diego,USA,North America,Public,False,2017,Baseline scenario (business as usual) target,,2010,12984993.0,,2035,16715020.0,,,1394928.0,2015.0,"(32.718146, -117.1701)","(37.09024, -95.712891)"
31182,San Francisco,USA,North America,Public,False,2017,Absolute target,Total,1990,6201949.0,80.0,2050,,,,864816.0,2016.0,"(37.7749295, -122.4194155)","(37.09024, -95.712891)"
31182,San Francisco,USA,North America,Public,False,2017,Absolute target,Total,1990,6201949.0,40.0,2025,,,,864816.0,2016.0,"(37.7749295, -122.4194155)","(37.09024, -95.712891)"
31182,San Francisco,USA,North America,Public,False,2017,Absolute target,Total,1990,6201949.0,25.0,2017,,,,864816.0,2016.0,"(37.7749295, -122.4194155)","(37.09024, -95.712891)"
35883,San José,USA,North America,Public,False,2017,Absolute target,,,,,,,,"The Envision San Jose 2040 General Plan, consistent with State of California goals, is to reduce greenhouse gas emissions to 1990 levels, and current acts as San Jose's Climate Action Plan.  San Jose is also in the process of coordinating with the County of Santa Clara to develop a new municipal Climate Action Plan.  San Jose is also in the process of developing a separate Greenhouse Gas Reduction Strategy Policy.",1042094.0,2016.0,"(37.3382, -121.8863)","(37.09024, -95.712891)"
59631,"San Leandro, CA",USA,North America,Public,False,2017,Absolute target,Total,2005,675800.0,25.0,2020,,,"Note this is an updated baseline from the 2010 GHG Emissions Inventory Update, dated January 2014",88441.0,2015.0,"(37.72493, -122.156077)","(37.09024, -95.712891)"
59633,"Santa Cruz, CA",USA,North America,Public,False,2017,Absolute target,Total,1990,427280.0,30.0,2020,,,Reduce community-wide greenhouse gas emissions 30% by 2020 and 80% by 2050 (compared to 1990 levels).,64220.0,2015.0,"(36.974117, -122.030796)","(37.09024, -95.712891)"
59633,"Santa Cruz, CA",USA,North America,Public,False,2017,Absolute target,Total,1990,427280.0,80.0,2050,,,Reduce community-wide greenhouse gas emissions 30% by 2020 and 80% by 2050 (compared to 1990 levels).,64220.0,2015.0,"(36.974117, -122.030796)","(37.09024, -95.712891)"
54110,Santa Monica,USA,North America,Public,False,2017,Absolute target,Total,1990,1386640.0,15.0,2015,,,,92000.0,2014.0,"(34.0219, -118.4814)","(37.09024, -95.712891)"
54110,Santa Monica,USA,North America,Public,False,2017,Absolute target,Total,1990,1386640.0,80.0,2050,,,,92000.0,2014.0,"(34.0219, -118.4814)","(37.09024, -95.712891)"
50568,Saskatoon,Canada,North America,Public,False,2017,Absolute target,Total,2014,3852171.0,15.0,Other: 2023,,,,265300.0,2016.0,"(52.133214, -106.670046)","(56.130366, -106.346771)"
50568,Saskatoon,Canada,North America,Public,False,2017,Absolute target,Total,2014,3852171.0,80.0,2050,,,,265300.0,2016.0,"(52.133214, -106.670046)","(56.130366, -106.346771)"
16581,Seattle,USA,North America,Public,False,2017,Absolute target,Total,2008,3647000.0,100.0,2050,,,Our long-term goals are: 58% reduction by 2030 Zero net emissions by 2050.,662400.0,2015.0,"(47.6062, -122.3321)","(37.09024, -95.712891)"
51075,Shenzhen,China,East Asia,Public,False,2017,Base year intensity target,Other: Total city-wide emissions,2005,1.48,45.0,,,Metric tonnes of CO2e per unit GDP,,13000000.0,2016.0,"(22.917478, 113.813461)","(35.86166, 104.195397)"
31113,Yokohama,Japan,East Asia,Public,False,2017,Absolute target,Other: 5 gases other than C2,2005,410000.0,22.0,2020,,,,3731096.0,2017.0,"(35.4437078, 139.6380256)","(36.204824, 138.252924)"
58531,"Somerville, MA",USA,North America,Public,False,2017,Absolute target,Total,2014,609561.0,100.0,2050,,,"Somerville has a carbon neutrality by 2050 goal.  The exact technical definition of carbon neutrality, for accounting purposes, has not yet been finalized.",78900.0,2014.0,"(42.393449, -71.082647)","(37.09024, -95.712891)"
35393,St Louis,USA,North America,Public,False,2017,Absolute target,Total,2005,8081418.0,80.0,2050,,,,319294.0,2010.0,"(38.627, -90.1994)","(37.09024, -95.712891)"
3429,Stockholm,Sweden,Europe,Public,False,2017,Absolute target,Total,1990,3668000.0,100.0,2040,,,City-wide emissions,923516.0,2015.0,"(59.3293235, 18.0685808)","(60.128161, 18.643501)"
31114,Sydney,Australia,South Asia and Oceania,Public,False,2017,Absolute target,Total,2005,5920000.0,70.0,2030,,,Baseline emissions were calculated based in GPC Basic+ S3 methodology,210931.0,2016.0,"(-33.8674869, 151.2069902)","(-25.274398, 133.775136)"
59563,"Takoma Park, MD",USA,North America,Public,False,2017,Absolute target,,2012,94572.0,80.0,2050,,,"Takoma Park's previous baseline, 2000 was completed under a different protocol and advances in measurement and formula have made it hard to compare 2000's data to today's current methodology. The 2000 figure was 119,341 based on the older protocol. 			",17721.0,2013.0,"(38.9779, -77.0075)","(37.09024, -95.712891)"
31117,Toronto,Canada,North America,Public,False,2017,Absolute target,Total,1990,27051617.0,30.0,2020,,,,2753100.0,2011.0,"(43.653226, -79.3831843)","(56.130366, -106.346771)"
31117,Toronto,Canada,North America,Public,False,2017,Absolute target,Total,,27051617.0,80.0,2050,,,"TransformTO (yet to be adopted fully by Council, will update this Plan with an interim target in 2030)",2753100.0,2011.0,"(43.653226, -79.3831843)","(56.130366, -106.346771)"
50154,Turku,Finland,Europe,Public,False,2017,Absolute target,Total,2013,970000.0,100.0,2040,,,"In 2014 ambitious target was set by the city council, which aims to make Turku carbon-neutral by 2040. In 2013 city-wide emissions were 1110 kt CO2-e, while carbon sinks were approx. 140 kt CO2-e.			",187000.0,2016.0,"(60.4518126, 22.2666303)","(61.92411, 25.748151)"
20113,Vancouver,Canada,North America,Public,False,2017,Absolute target,Total,2007,2805000.0,33.0,2020,,,See the Greenest City Action Plan for details.,631486.0,2016.0,"(49.261226, -123.1139268)","(56.130366, -106.346771)"
20113,Vancouver,Canada,North America,Public,False,2017,Absolute target,Buildings,2007,1300000.0,20.0,2020,,,See the Greenest City Action Plan for details.,631486.0,2016.0,"(49.261226, -123.1139268)","(56.130366, -106.346771)"
58357,West Hollywood,USA,North America,Public,False,2017,Absolute target,,2008,,25.0,2035,,,The target is 20-25% over 2008 levels. The City will update this goal to reflect California law when it updates the CAP in 2017.,34399.0,2010.0,"(34.09, -118.3617)","(37.09024, -95.712891)"
55801,West Palm Beach,USA,North America,Public,False,2017,Absolute target,Total,2013,1484767.0,100.0,2050,,,,106779.0,2016.0,"(26.715342, -80.053375)","(37.09024, -95.712891)"
55801,West Palm Beach,USA,North America,Public,False,2017,Absolute target,Total,2013,1484767.0,25.0,2025,,,,106779.0,2016.0,"(26.715342, -80.053375)","(37.09024, -95.712891)"
50578,Windsor,Canada,North America,Public,False,2017,Base year intensity target,Other: Total,2014,9.0,40.0,,,Metric tonnes of CO2e per capita,Reduce GHG emissions by 40 per cent by 2041 from 8.8t CO2e per capita in 2014.,217188.0,2016.0,"(42.314937, -83.036363)","(56.130366, -106.346771)"
50579,Winnipeg,Canada,North America,Public,False,2017,Absolute target,Total,1998,5257324.0,6.0,,,,No firm target date or action plan. We are currently soliciting applications from third-party consultants to assist the city with formulating an action plan.,735600.0,2016.0,"(49.8997541, -97.1374937)","(56.130366, -106.346771)"
54497,Wroclaw,Poland,Europe,Public,False,2017,Absolute target,Total,1990,4422676.0,21.0,2020,,,,635759.0,2015.0,"(51.107885, 17.038538)","(51.919438, 19.145136)"
31113,Yokohama,Japan,East Asia,Public,False,2017,Absolute target,Total,2005,19540000.0,16.0,2020,,,,3731096.0,2017.0,"(35.4437078, 139.6380256)","(36.204824, 138.252924)"
31113,Yokohama,Japan,East Asia,Public,False,2017,Absolute target,Other: Residential,2005,4390000.0,21.0,2020,,,,3731096.0,2017.0,"(35.4437078, 139.6380256)","(36.204824, 138.252924)"
31113,Yokohama,Japan,East Asia,Public,False,2017,Absolute target,Other: Commercial,2005,3350000.0,7.0,2020,,,,3731096.0,2017.0,"(35.4437078, 139.6380256)","(36.204824, 138.252924)"
31113,Yokohama,Japan,East Asia,Public,False,2017,Absolute target,Other: Industries,2005,2950000.0,8.0,2020,,,,3731096.0,2017.0,"(35.4437078, 139.6380256)","(36.204824, 138.252924)"
31113,Yokohama,Japan,East Asia,Public,False,2017,Absolute target,Other: Energy Industries,2005,3680000.0,4.0,2020,,,,3731096.0,2017.0,"(35.4437078, 139.6380256)","(36.204824, 138.252924)"
31113,Yokohama,Japan,East Asia,Public,False,2017,Absolute target,Transport,2005,4340000.0,50.0,2020,,,,3731096.0,2017.0,"(35.4437078, 139.6380256)","(36.204824, 138.252924)"
31113,Yokohama,Japan,East Asia,Public,False,2017,Absolute target,Waste,2005,430000.0,2.0,2020,,,,3731096.0,2017.0,"(35.4437078, 139.6380256)","(36.204824, 138.252924)"
31113,Yokohama,Japan,East Asia,Public,False,2017,Absolute target,Other: Absorption through forests and tree planting,2005,,,2020,,,,3731096.0,2017.0,"(35.4437078, 139.6380256)","(36.204824, 138.252924)"
46473,Zaragoza,Spain,Europe,Public,False,2017,Absolute target,,2010,,20.0,2020,,,,702564.0,2016.0,"(41.608629, -0.887012)","(40.463667, -3.74922)"
50357,Mendoza,Argentina,Latin America,Public,False,2017,Absolute target,,,,,,,,,114822.0,2010.0,"(-32.889459, -68.845839)","(-38.416097, -63.616672)"
62180,Nancy,France,Europe,Public,False,2017,Absolute target,,1990,,20.0,2020,,,,265000.0,2014.0,"(48.692054, 6.184417)","(46.227638, 2.213749)"
36261,Bolzano,Italy,Europe,Public,False,2017,Absolute target,,2010,,23.0,2020,,,,106397.0,2015.0,"(46.499681, 11.356576)","(41.87194, 12.56738)"
36286,Ferrara,Italy,Europe,Public,False,2017,Absolute target,Total,2007,,25.5,2020,,,,133155.0,2015.0,"(44.8357395, 11.6189949)","(41.87194, 12.56738)"
36285,Firenze,Italy,Europe,Public,False,2017,Absolute target,Total,2005,2519980.0,21.0,2020,,,adopted in 2011,377635.0,2017.0,"(39.627269, -90.610682)","(41.87194, 12.56738)"
36285,Firenze,Italy,Europe,Public,False,2017,Absolute target,Total,2005,2519980.0,35.0,2020,,,after the monitoring 2014,377635.0,2017.0,"(39.627269, -90.610682)","(41.87194, 12.56738)"
36285,Firenze,Italy,Europe,Public,False,2017,Absolute target,Total,2005,2519980.0,40.0,2030,,,adopted in 2015 with SCP,377635.0,2017.0,"(39.627269, -90.610682)","(41.87194, 12.56738)"
